Input,Predicted,Actual
i1 do1 not2 agree2 that2 the2 first2 half2 was2 flat2 either2 . i2 think2 it2 was2 a2 great2 movie2 from2 beginning2 to2 end2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",muje1 first2 halk1 ko1 pasand1 nahi1 hein1 .. lekin1 beginning2 se2 end1 tak1 badiya1 movie1 hein1
what2 is2 the2 movie2 about2 ?,"<unk> , hai1 hai1",movie1 kiske1 cheez1 baare1 mein1 kya1 hai1 ?
It2 seems2 Disney2 buys2 up2 everyone2,"muje1 , <unk> <unk> <unk> <unk> hai1",MUJE1 LAGTHA1 DISNEY1 NE1 SABHI1 KO1 KHARIDI1 HOGA1
Doesn't2 ring2 any2 bells2 for2 me2 either2,"muje1 , <unk> <unk> <unk> hai1 hai1",Mujhe1 bhi1 nahee1 pata1
What2 year2 was2 it2 released2 originally2 ?,"muje1 , hai1 <unk> hai1 hai1",yah1 mool1 roop1 se1 kis1 baras1 jaaree1 kiya1 gaya1 tha1 ?
Did1 you2 like2 the2 interactions2 with2 the2 characters2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",tumhe1 characters2 k2 sath1 interaction2 acche1 lage1 ?
Lol1 ! Yeah1 !,"<unk> , hai1",Lol1 ! Haan1 !
the2 critics2 say2 it2 a2 colorful2 movie2,"mujhe1 , hai1 <unk> hai1 hai1",CRITICS1 THO1 COLORFUL1 MOVIE1 HEIN1
I've2 seen2 this2 movie2 before2,"mujhe1 , hai1 hai1",maine1 ye1 movie1 pehle1 bhi1 dekhi1 hai1
Yes1 I2 watched2 the2 whole2 movie2 .,"mujhe1 , hai1 <unk> hai1",yes1 mene1 whole2 movie2 dekhi1 .
so2 water2 is2 always2 a2 fear2 of2 mine2,"muje1 , hai1 <unk> <unk> hai1 hai1",isalie1 paanee1 hamesha1 mera1 ek1 dar1 hai1
It2 was2 such2 a2 thrilling2 movie2 . Based2 on2 the2 life2 of2 Alan2 Turing2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",woh1 bada1 romanchakari1 movie2 tha1 . woh1 Alan1 Turing2 ke1 jeevan1 ke1 bare1 me1 tha1
Yes1 . A2 modern2 version2 would2 be2 interesting2 .,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk> .",YES1 . EK1 MODERN1 VERSION1 BAHUTH1 ACHH1 HOGA1
It2 is2 such2 a2 cute2 movie2,"mujhe1 , hai1 <unk> hai1",ye1 bahut1 hi1 cute1 movie2 hai1
Do1 you2 feel2 they2 were2 pretty2 accurate2 with2 the2 props2 and2 clothing2 for2 the2 time2 period2 portrayed2 since2 it2 was2 a2 historical2 drama2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Kya1 tumhe1 lagta1 hai1 ki2 props2 aur2 clothings2 kafi2 accurate2 they2 jo1 time2 period2 dikhaya1 gaya1 uske1 liye1 kyunki1 ye1 ek1 historical2 drama2 tha1 .
hello1,hello1,namaste1
I2 think2 he2 shot2 it2 in2 65 mm2 large2 format2 ... which2 is2 rare2 these2 days2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mere1 khaya1 se1 vah1 shot1 kara2 65mm2 bada2 format2 ... Wo1 bahut1 kam1 hai1 in1 dino1 me1
"She2 is2 kind2 of2 a2 walking2 plattitude2 . Kind2 of2 like2 Reese2 Witherspoon2 , but2 more2 indiana2 less2 texas2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Woh1 ladki1 chalne1 wali1 sadharan1 hai1 . Reese2 Witherspoon2 ki1 tarah1 , lekin1 jyada1 indiana1 aur1 kum1 Texas2"
"Says2 it2 was2 made2 by2 Dream2 Works2 , is2 that2 adisney2 company2 ?","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Kaho1 wo1 Dream2 works2 ne1 banaya1 he1 , jo1 adisney2 company2 he2 ?"
Perfect2 ! You2 can2 follow2 up2 with2 the2 sequels2 . Haha1,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",perfect2 ! aap2 sequels2 bhi2 followup1 karo1 .. ha1 ha1
"Yes1 , it2 was2 a2 little2 strange2 at2 times2","muje1 , <unk> <unk> <unk> <unk> hai1 <unk>","haan1 , thoda1 strange1 hein1"
Ah1 i1 see1 that2 would2 make2 sense2 .,"muje1 , <unk> <unk> <unk> <unk> hai1","ah1 , ab1 hui1 na1 baath1"
I2 thought2 it2 was2 a2 really2 cool2 concept2 for2 a2 movie2 . My2 kids2 loved2 it2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",YEH1 COOL1 CONCEPT1 HEIN1 IS1 MOVIE1 KE1 LIYE1 . MERA1 KIDS1 KO1 BAHUT1 PASAND1 HEIN1
Stark2 is2 kind2 of2 a2 playboy2 .,"mujhe1 , hai1 <unk> hai1",Stark2 playboy2 ki1 tarah1 hai1
No1 . i2 vaguely2 remember2 a2 book2 tho1 like2 from2 school2 time2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","nahin1 , mujhe1 vaguely2 yaad1 aaraha1 hai1 ek1 book2 school2 time2 ka1 ?"
How2 did2 John2 go2 about2 getting2 his2 revenge2 ?,"muje1 , hai1 <unk> <unk> hai1 hai1 hai1",kaise1 john1 ko1 patha1 chala1 ki1 koi1 use2 revenge2 lena2 chatha1 hein1 ?
Oh1 ok1 I1 think2 I2 remember2 that2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk>","Okay1 , I1 think1 mujhe1 woh1 yaad1 hai1"
did2 you2 like2 it2,"<unk> , hai1",AAPKO1 PASAND1 HEIN1
Yeah1 no1 kids2 so2 not2 great2 with2 kids2 movies2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk>",HAAN1 KIDS1 MOVIES1 MEIN1 THO1 KOI1 KIDS1 ACHE1 NAHI1 KARTHE1
what2 about2 tom2 hardy2 in2 the2 new2 ones2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",naye1 walo1 mein1 tom2 hardy2 ke1 baare1 mein1 kya1 khayaal1 hai1
Hello1 . Do1 you2 like2 movies2 ?,"muje1 , hai1 <unk> hai1 hai1","HELLO1 , KYA1 AAP1 KO1 MOVIES1 PASAND1 HEIN1 ?"
Haha1 yeah1 !,"<unk> , hai1",Haha1 yeah1 !
I2 have2 a2 watched2 all2 his2 movies2 but2 missed2 out2 in2 this2 one2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Maine1 usne1 sabhi1 movie1 dekhi1 hai1 but1 ise2 miss1 kar1 gaya1
Any2 known2 actors2 in2 dunkirk2 ?,"<unk> , hai1 hai1",Koi1 known1 actor2 hai1 kya1 dunkrik1 mein1 ?
"oh1 thats1 good2 , seems2 to2 be2 well2 made2 and2 researched2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","oh1 badhiya1 hai1 , lagta1 hai1 accha1 banaya1 hai1 aur1 acchi1 research2 ki1 gayi1 hai1"
Ugh1 I1 hate2 endings2 that2 either2 leave2 cliff2 hangers2 or2 just2 ends2 with2 no2 explanation2 of2 the2 future2 events2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ugh1 , mein1 end1 hate1 kartha1 kyon1 ki1 voh1 cliff2 hangers2 ko1 nahi1 choda1 aur1 end1 mein1 kuch1 explanation1 bhi1 nahi1 diya1 us1 future2 events2 ko1"
That2 last2 fistfight2 though2 !,"<unk> , hai1 hai1",Lekin1 wo1 last2 fistfight2 !
CinemaScore2 : A2,"<unk> , hai1",CinemaScore2 ka2 score2 : A2
But2 her2 character2 still2 works2 besides2 the2 flirting2 .,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk> .",Par1 uska1 charitra1 flirting2 ke1 baad1 bhi1 chalega1 .
"So2 , when2 they2 enter2 the2 Scare2 Games2 , one2 of2 them2 cheated2 , so2 they2 get2 disqualified2 . Sulley2 was2 the2 one2 who2 cheated2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","To1 , jab1 wo1 Scare2 Games2 mein2 enter1 karte1 hain1 , unme1 se1 ek1 cheat1 karta1 hai1 , to1 wo2 disqualify2 ho2 jate1 hain1 . Sully2 tha1 jisne1 cheat1 kiya1"
Definitely2 ! You2 too1 !,"<unk> , hai1 hai1",Definitely2 ! tum1 bhi1 !
"I2 haven't2 seen2 this2 one2 either2 , but2 I2 have2 heard2 that2 it2 is2 pretty2 funny2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mein1 bhi1 nahi1 dekha1 , lekin1 mein1 sunna1 hoon1 ki1 voh1 jyada1 funny1 hein2"
Mine2 too1 . Have2 you2 seen2 this2 movie2 before2 ?,"muje1 , hai1 <unk> hai1 <unk> hai1 hai1",MERA1 BHI1 . KYA1 AAPANE1 PAHALE1 YAH1 MOVIE1 DEKHEE1 HAI1 ?
Then2 he2 tops2 off2 the2 crazy2 part2 by2 comparing2 him2 to2 Mark2 Zuckerburg2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",fir1 donon1 compare2 karthe1 karthe1 crazy2 hote1 aur1 mark2 zuckerburg2 tak1 pahun1 jaathe1
"The2 parents2 dying2 was2 sad2 and2 unexpected2 , and2 a2 dramatic2 way2 to2 start2 the2 film2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","marane1 vaale1 maata-pita1 udaas1 aur1 apratyaashit1 the1 , aur1 philm1 shuroo1 karane1 ka1 ek1 naatakeey1 tareeka1"
He2 plays2 Lucious2 Fox2 . He's2 like2 Batman's2 Q2 ( from2 007),"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Wo1 Lucious2 Fox2 play2 karta1 hai1 . Wo2 Batman's2 Q2 (007 se1 ) ki1 tarah1 hai1
Just2 another2 affirmation2 that2 Spielberg2 knew2 what2 he2 was2 doing2 even2 in2 post-production2 .,<unk>,ek1 dusra1 affirmation2 ki2 Spielberg2 knew2 ki1 voh2 post-production2 me2 kya1 kar1 raha1 tha1 .
The2 lack2 of2 intellectual2 development2 for2 the2 main2 characters2 was2 my2 problem2 . Especially2 concerning2 Lex2 Luthor2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Main2 characters2 ke1 liye1 intellectual2 development2 mere2 liye1 problem1 thi1 . Khaaskar1 Lex2 Luthor2 se2 sambhandit1
I2 didn2 have2 a2 drying2,"mujhe1 , hai1 hai1",mera1 paas1 toh1 drying2 nahi1 hein1
yes1,<unk>,haan1
"No2 doubt2 , the2 film2 has2 lots2 of2 sordid2 details2 about2 the2 founding2 and2 the2 callous2 attitude2 Zuckerberg2 had2 towards2 his2 collaborators2 . But2 the2 end2 , when2 he's2 sending2 a2 friend2 request2 , is2 when2 it2 get's2 really2 weird2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","no2 doubt2 , film2 mein1 tho1 kahi1 sordid2 details2 hein2 us2 founding2 aur2 callous1 ka1 attitude1 ke1 baare1 mein1 , zuckerberg2 tho2 us2 collaborators2 ke2 sa1 saath1 hein1 .. lekin1 end1 mein1 , jab1 usne1 usko1 friend1 ko1 request1 diya1 tho1 thoda1 weird2 feel2 huva1"
It2 would2 decide2 if2 they2 could2 be2 renerolled2 or2 not2 . How2 do1 you2 feel2 about2 how2 Sully2 cheated2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",wo1 ye1 decide1 karta1 ki1 wo1 reneroll2 ho1 sakte1 hai1 ki1 nahi1 . Jis1 tarah1 se1 Sully2 ne2 cheat1 kiya1 tumhe1 kaisa1 laga1
My2 favorite2 scene2 is2 when2 Anna2 gets2 hitby2 Elsa2 at2 the2 very2 beginning2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mera1 pasandeeda1 drshy1 tab1 hai1 jab1 shuruaat1 mein1 hee1 ena1 ne1 elsa1 ko1 hit1 kar1 diya1 .
Their2 parent2 died2 and2 Ana2 has2 to2 find2 her2 sister2 so2 they2 can2 run2 the2 country2 together2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",unke1 parents2 nahin1 rahein1 aur1 Ana1 ko1 apanee1 sister1 ko1 dhoondhana1 hai1 taaki1 ve1 desh1 ko1 ek1 saath1 chala1 saken1 .
Hmm1 not2 sure2 . It2 was2 released2 year2 2004 so2 it2 probably2 is2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","muje1 patha1 nahi1 , yeh1 2004 mein1 release2 huva1 hein1"
Yes1 .. really2,"<unk> , hai1",haan1 really1
yes1 ! i2 felt2 the2 same2 way2 very2 different2 i2 had2 mixed2 feelings2 about2 it2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Haan1 ! Mujhe1 bhi1 waise1 hi1 feel1 hua1 , kaafi1 mixed2 feelings2 thi1 us1 baare1 me1"
Any2 goodmovies2 youve2 seen2 lately2 ?,"haan1 , hai1 hai1 hai1",koi1 badhiya1 movie2 jo1 aapne1 recently2 dekhi1 ho1 ?
Hello1,<unk>,hello1
although2 critics2 can2 affect2 word2 of2 mouth2 to2 an2 extent2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",critics2 toh1 itna1 bekar1 nikla1
Dang1 ! Crazy2 that2 Batman2 has2 Superman2 beat2 ! Isn't2 Batman2 just2 a2 millionaire2 with2 a2 lot2 of2 fancy2 gadgets2 ? Superman2 at2 least2 has2 real2 super2 powers2 . You2 would2 think2 that2 would2 give2 him2 a2 one-up2 . Did2 Batman2 have2 kryptonite2 or2 something2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",Dang1 ! Crazy2 Batman2 superman1 ko1 hara1 deta1 hai1 . Kya1 wo1 bas1 ek1 millionaire2 nahi1 juske1 pas1 bhut1 fancy2 gadget2 hai1 . Superman2 k1 paas1 at2 least2 real2 super2 powers2 hai1 . Koi1 bhi1 sochega1 k1 wo1 superman1 jeetega1 . Kya1 Batman2 k1 paas2 kryptonite2 ya2 kuch1 tha1 ?
I2 have2 not2,"<unk> , hai1",mere1 paas1 nahi1 hai1
this2 made2 charlie2 go2 into2 debt2 which2 could2 not2 pay2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","isse1 charlie1 ko2 debt2 ho1 jaatha1 , jo1 aage1 pay1 nahi1 kar1 saka1"
I1 I2 also2 had2 a2 MySpace2 account2 but2 haven't2 logged2 in2 roughly2 2 years2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mere1 pass1 bhi1 Myspace2 account2 hai1 par1 maine1 kabhi1 hi1 2 years2 me2 logged2 in1 kiya1 .
I2 agree2 . I2 didn't2 know2 it2 was2 that2 high2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Main2 agree2 karta1 hoon1 . Mughe1 nahi1 pata1 tha1 ki1 yeh1 itna1 high1 tha1
"I2 understand2 . Just2 by2 glancing2 at2 the2 ratings2 , do2 you2 think2 you'd2 make2 an2 effort2 to2 go2 see2 the2 prequel2 ? Or1 would2 the2 score2 discourage2 you2 from2 seeing2 the2 film2 ?","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mein1 understand2 kartha1 hoon1 , lekin1 ratings1 tho1 just2 glancing2 hein1 , tho1 aap1 prequel2 ka1 dekhne1 ka1 effort2 karenge1 ? ya1 score2 ka2 discourage2 aap1 is2 film1 nahi1 dekhenge1 ?"
It2 was2 interesting2 how2 it2 caused2 such2 a2 riff2 within2 The2 Avengers2 . Thor2 still2 felt2 like2 he2 had2 loyalty2 to2 him2 for2 a2 long2 time2 during2 the2 movie2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Yah1 dilachasp1 tha1 ki2 avengers2 ke1 bheetar1 is1 tarah1 kee1 daraar1 kaise1 huee1 . thor1 ko1 ab1 bhee1 aisa1 lag1 raha1 tha1 ki1 philm1 ke1 dauraan1 unhonne1 lambe1 samay1 tak1 unake1 prati1 vaphaadaaree1 kee1 hai1 .
nice2 talking2 to2 you2,"<unk> , hai1 hai1","nice1 , aapse1 milkar1"
That's2 kind2 of2 odd2 to2 me1 i1 feel2 like2 most2 everyone2 has2 seen2 them2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",kuch1 off2 hein2 mere1 liye1 ... kyon1 ki1 agar1 koi1 kuch1 aise1 puche1
although2 critics2 can2 affect2 word2 of2 mouth2 to2 an2 extent2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",although2 critics2 ek2 extent2 tak2 affect2 kar1 sakte1 hai1 word2 of2 mouth2 ko1
"His2 mole2 of2 an2 employee2 builds2 a2 suit2 like2 his2 , and2 they2 end2 up2 duking2 it2 out2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","uske2 employee2 ke2 mole1 ne1 uske1 jaisa1 suit1 banwaya1 , unhone1 use1 end1 kar1 diya1"
"Have2 you2 seen2 "" Real2 steel2 ""?","muje1 , hai1 <unk> hai1 hai1","kya1 tumne1 "" Real2 steel2 "" dekha1 ?"
The2 mugger2 is2 arrested2 for2 murder2 but2 soon2 freed2 in2 a2 plea2 deal2 . Bruce2 Wayne2 feels2 like2 he2 wants2 to2 take2 justice2 in2 his2 own2 hands2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",chor1 ko1 arrest2 kar1 liya1 jata1 hai1 murder1 ke1 liye1 par1 jaldi1 hi1 use2 plea2 deal2 me1 chhod1 diya1 jata1 hai1 . Bruce2 Wayne2 ko1 lagta1 hai1 ab1 kanoon1 ko1 use1 apne1 hatho1 me1 lena1 hi1 padega1
i2 argree2 . i2 did2 not2 like2 Hans1,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mein1 maantha1 hoon1 . muje1 bhi1 Hans1 pasand1 nahi1 hein1
I2 liked2 Jeff2 Bridges2 as2 Obadiah2 Stane2 . He2 played2 the2 role2 in2 a2 way2 that2 led2 the2 audience2 to2 trust2 him2 until2 his2 true2 motivations2 became2 apparent2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 Jeff2 Bridges2 as2 Obadiah2 Stane2 acha1 laga1 . Usne1 role1 aise1 way1 mein1 play1 kia1 jisse2 audience2 usey2 trust2 kare1 until2 uski2 true2 motivations2 saamne1 naa1 aa1 jayein1
I2 like2 that2 it2 was2 located2 in2 LA1 and2 made2 it2 pretty2 relatable2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 accha1 laga1 ki1 ye1 LA1 me2 located2 hai1 aur1 accha1 hai1 relatable1 hai1 .
quint2 died2 right2 at2 the2 end2 too2,"mujhe1 , <unk> <unk> <unk> <unk> hai1",ant1 mein1 kvint1 kee1 bhee1 maut1 ho1 gaee1
I2 am1 not2 sure2 who2 that2 is2,"mujhe1 , hai1 <unk> hai1",Mai1 sure1 nahi1 wo1 kaun1 hai1
Bye1,<unk>,BYE1 / PHIR1 MILENGE1
That2 doesn't2 bode2 well2 for2 the2 relationship2 .,"muje1 , <unk> <unk> <unk> <unk> hai1 .",Yeh1 acche1 sanket1 nahin1 hai1 for2 the2 relationship2 .
At2 least2 he2 didn't2 use2 his2 intelligence2 for2 true2 evil2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",USNE1 BURAEE1 KARNE1 KE1 LIYE1 DIMAAK1 KA1 UPAYOG1 NAHI1 KIYA1
Yes1 . About2 2 a2 week2,"mujhe1 , hai1 <unk> hai1","haa1 , week1 mei2 do1 baar1"
if2 am2 able2 to2 get2 some2 details2 ..,"muje1 , <unk> <unk> <unk> hai1 hai1",dati1 mei1 kuch1 jankari1 lene1 ke1 kam1 aau1 .
"Leonardo2 DiCaprio2 is2 in2 it2 along2 with2 Joseph2 Gordon-Levitt2 , Ellen2 Page2 , and2 Tom2 Hardy2 . All2 pretty2 big2 names2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Leonardo2 DiCaprio2 bhi1 isme1 hai1 with2 Joseph2 Gordon-Levitt2 , Ellen2 Page2 aur1 Tom2 hardy2 ke1 saath1 . Sabhi1 kafi1 bade1 naam1 hai1 ."
and2 all2 other2 components2 of2 the2 movie2 is2 great2,"muje1 , hai1 <unk> hai1 hai1 hai1",aur1 movie1 ke1 baki1 saare2 components2 great2 hain1
I2 haven't2 . What's2 that2 about2 ?,"mujhe1 , hai1 hai1 hai1",mein1 nahi1 . usme1 kya1 hein1 ?
For2 this2 film2 at2 least2 I2 guess2 . It2 was2 pretty2 sad2 when2 Coulson2 died2 . Did2 that2 scene2 get2 you1 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",At2 least2 is2 film2 k1 liye1 I1 guess2 . Jab1 Coulson2 mara1 kaafi1 sad1 tha1 . Kya1 us1 scene1 me2 feeling1 aayi1 ?
"I2 haven't2 seen2 the2 movie2 yet2 , I'm2 trying2 to2 decide2 if2 I2 should2 watch2 it2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","maine1 abhi1 tak1 yeh1 movie1 nahin1 dekhi1 , main1 koshish1 kar1 raha1 hoon1 yeh1 decide1 karne1 ki1 kya1 mujhe1 yeh1 dekhni1 chahiye1"
I2 agree2,"<unk> , hai1",mein1 maantha1 hoon1
It2 is2 kind2 of2 technical2 . It2 goes2 pretty2 in2 depth2 about2 his2 machine2 to2 break2 the2 code2 . He2 has2 some2 breakthroughs2 when2 he2 realizes2 he2 can2 program2 it2 with2 words2 he2 already2 knows2 . You1 will2 probably2 enjoy2 that2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ye2 technical2 type2 ka1 hai1 , code2 break1 karne1 ke1 liye1 machine1 me1 bahut1 deep1 jana1 padta1 hai1 . use1 ek2 breakthrough2 milta1 hai1 jab1 use1 ye1 realize2 hota1 hai1 ki1 wo1 use1 pahle1 se1 malulm1 words2 se1 wo1 is2 program2 kar1 sakta1 hai1 . tum1 enjoy1 karoge1 ise1 ."
what2 did2 you2 think2 about2 the2 reviews2 ?,"muje1 , hai1 <unk> hai1 hai1",Reviews2 ke2 bare1 mei1 tum1 kya1 sochte1 hao1 ?
^^,<unk>,^^
have2 you2 seen2 it2,"<unk> , hai1",Kya1 aap1 ne1 dekha1
Yes1 in2 Batman2 chooses2 to2 save2 Supermans2 mother2 while2 Superman2 confonts2 Lex2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",haan1 ... isme1 tho1 batman2 ne1 superman1 ka1 mom1 ko1 bachana1 ke1 liye1 choose1 kiya1 lekin1 superman1 tho2 lex1 ko2 confonts2
:)2,<unk>,:)2
What2 kind2 of2 movies2 do2 you2 like2 ?,"muje1 , hai1 <unk> hai1 hai1",aap1 kis1 tarah1 kee1 philmen1 pasand1 karate1 hain1 ?
"I2 did2 not2 . She2 play2 Astrid2 , Right1 ?","muje1 , hai1 <unk> <unk> <unk> hai1 hai1","Mujhe1 nahi1 pata1 tha1 . Usne1 Astrid1 play2 kiya1 na1 , right1 ?"
"Oh1 , I1 like2 bob2 too2 . I2 also2 like2 the2 personality2 of2 other2 minions2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Oh1 , mujhe1 bhi1 bob1 pasand1 hai1 . Mujhe1 dusre1 minions2 ki2 personality2 bhi1 pasand1 hai1 ."
Ok1 .,<unk>,thik1 hai1
"I2 would2 , always2 lol2 , that2 was2 cute2 and2 hot2 at2 the2 same2 time2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Main1 karta1 , hamesha1 lol1 , wo1 cute1 aur1 hot1 same2 time2 pe1 tha1"
"Sounds2 a2 bit2 like2 Beautiful2 mind2 that2 was2 a2 great2 movie2 , too2 !","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk>","sundar1 dimaag1 kee1 tarah1 lagata1 hai1 ki1 ek1 mahaan1 philm1 thee1 , bhee1 !"
