Input,Predicted,Actual
"Yes1 , yah1 ek1 christmas2 classic2 hai1 aur1 A1 rating2 ke1 layak1 hai1 . Mujhe1 lagta1 hai1 ki1 jo1 critics2 is2 movie1 ko1 iske2 implausible2 plot2 ke1 liye1 criticize2 karte1 hai1 woh1 is2 movie1 ko1 kuchh1 jyada1 hi1 seriously2 le2 rahe1 hai2 , creators2 ka2 irada1 serious2 movie2 banane1 ka1 nahi1 tha1 .","i2 , , it2 the2 , . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",Yes2 this2 is2 a2 christmas2 classic2 and2 deserves2 an2 A2 rating2 . I2 feel2 the2 critic2 that2 described2 the2 movie2 as2 having2 an2 implausible2 plot2 is2 taking2 the2 movie2 more2 seriously2 than2 the2 creators2 of2 the2 movie2 intended2 it2 to2 be2 .
yes1,bruce2 .,Yes1 .
Han1,bruce2 .,yes1
aur1 tab1 tak1 wo1 ek1 Rand1 naam1 ki1 company2 mein2 private2 contractor2 ki1 tarah1 kaam1 kar1 raha1 tha1 . wo1 NTY1 ko1 leak1 kar1 dete1 hain1,"i2 , . the2 the2 , , , , the2 , the2 , . the2 . <unk> . . . . . . . .",And2 by2 then2 he2 was2 working2 as2 a2 private2 contractor2 for2 a2 company2 named2 Rand2 . He2 leaked2 them2 to2 the2 NTY1
us2 movie2 mein1 tho1 aise1 authentic2 criminal2 dunia1 ka1 tarah1 feel1 ho1 raha1 tha1 .. cough1 karte1 karte1 muje1 tho1 underworld2 criminal2 ke1 tarah1 dekh1 laga1 tha1,"i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . the2 . . . . . . . . .",The2 movie2 has2 such2 an2 authentic2 criminal2 world2 feel2 to2 it2 . ( cough1 cough2 ) not2 that2 I2 would2 know2 what2 the2 criminal2 underworld2 looks2 like2
Documentary2 of2 sorts2 se1 jyada1,"i2 , .",more2 of2 a2 documentary2 of2 sorts2 .
uska1 charcter2 excellent2 supporting2 charcter2 hai1 mere1 khayal1 se1 .,"i2 , , it2 the2 . . . . .",His2 character2 was2 an2 excellent2 supporting2 character2 in2 my2 opinion2 .
"aapko1 patha1 hein1 , agar1 usse1 new2 family2 hota1 tho1 uska2 2nd2 wife2 jo1 naomi1 tho1 jarur1 divorce2 karthi1","i2 , , it2 the2 , . , . the2 . . . . . . . .",Do1 you1 know2 if2 he2 has2 a2 new2 family2 because2 it2 says2 his2 2nd2 wife2 Naomi2 wanted2 a2 divorce2 and2 full2 custody2 of2 their2 children2 .
"Nhi1 maine1 abhi1 tak1 nhi1 dekhi1 , jabki1 main1 chahta1 tha1 . Main1 janna1 chahta1 tha1 ki1 wo1 saath1 mein1 rehne1 lgte1 hain1 ya1 wo2 relationship2 ke1 saath1 struggle1 hi1 krte1 reh1 jate1 hai1 .","i2 , it2 the2 the2 , . the2 , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . . . . .","No1 I2 have2 not2 seen2 it2 yet2 , I1 want2 to2 though2 . I2 want2 to2 know2 if2 they2 stay2 together2 or2 they2 have2 a2 struggle2 with2 their2 relationship2"
Rocket2 snail2 ki1 tarah1 .,"i2 , .",like2 the2 rocket2 snail2
s2,bruce2 .,S1
"haan1 , voh1 is2 character2 se2 ache2 struggle2 kiya1 hein1","i2 , , it2 the2 . . . . .",yeah1 he2 played2 the2 struggle2 of2 the2 character2 well2
"vah1 mahaan1 , bahut1 vishisht1 aavaaj1 thee1 . mujhe1 lagata1 hai1 ki1 oloph2 sabase1 majedaar1 tha1 .","i2 , , it2 the2 , , , , the2 . the2 . . . . .","She2 was2 great2 , very2 distinctive2 voice2 . I2 think2 olof2 was2 the2 funniest2 ."
"are1 wow1 , vo1 interesting2 sunai1 padta1 hai1 . Ye1 movie2 apko1 kis1 age2 group2 ke1 liye1 banai1 lagti1 hai1 ?","it2 , is2 the2 a2 , <unk> , the2 the2 . the2 . <unk> . .",oh1 wow1 that2 sound2 interesting2 . what2 age2 group2 would2 you2 see2 this2 movie2 is2 made2 for2 ?
kya1 think1 karte1 ho1 tum1,the2 is2,what2 do2 you2 think2
haan1 yar1 yeh1 toh1 modern2 time2 period2 ki1 hoga1,"i2 , , it2 the2 . . . . .",Yes1 I1 think2 it2 is2 modern2 time2 period2
"MIKE1 YAR1 ... MONSTER1 U1 THO1 FUNNY1 AUR1 CUTE1 HEIN1 , KAAFI1 ANIMATION1 BHI1 HEIN1 , JO1 MUJE1 INSPIRED1 NAHI1 HOTA1 LEKIN1 USME1 KAAFI1 COLOR1 HEIN1","i2 , , it2 the2 , , , , , the2 , . . . . . . . . . . . . . .","Mike2 was2 . Monster2 U2 is2 cute2 and2 funny2 and2 the2 animation2 , though2 not2 exactly2 inspired2 , has2 a2 lot2 of2 color2 ."
"interesting2 baat1 ye1 hai1 ki1 yah1 movie2 us2 play2 par2 based2 hai1 , jo1 uski1 life1 par1 likhi1 book1 par1 based2 hai1 . tumhara1 point1 dekh1 sakta1 hu1 mai1 .","i2 , , it2 the2 , . . . . . . . . . . . . . . . . . .",It2 is2 interesting2 since2 the2 movie2 is2 based2 on2 a2 play2 based2 on2 a2 book2 based2 on2 his2 life2 . I1 see2 your2 point2 there2 .
"oh1 , sorry1 . mera1 matlat1 hai1 Blood2 Diamond2 . Haa1 , Blood2 Diamond2 me2 Leonard2 Dicaprio2 star2 hai1 .","i2 , it2 the2 the2 , , , , the2 , the2 . the2 . . . . . . .","Oh2 , I'm2 sorry1 . I2 meant2 Blood2 Diamond2 . Blood2 Diamond2 does2 star2 Leonard2 Dicaprio2 , yes1 ."
Movie1 ka1 naam1 kya1 tha1 ?,"what2 , a2 the2",What's2 the2 name2 of2 the2 movie2 ?
Russell2 Brand2 ek1 acchhi1 choice1 tha2 Dr1 . Nefario2 play2 karne1 ke1 liye1 .,"i2 , , it2 the2 , . . . .",Russell2 Brand2 was2 a2 great2 choice2 to2 play2 Dr2 . Nefario2 .
conversation2 ke1 liye1 thanks1,the2 is2,Thanks2 for2 the2 conversation2
"Jab1 tak1 wo1 mari1 nahi1 . Usne1 rule1 tode1 , aur1 rule1 to2 rule2 hota1 hai1 lol1","i2 , , it2 the2 , , , , the2 . the2 . . . . .",Up1 uuuuuuntil2 she2 died2 . She2 broke2 the2 rules2 ..... and2 rules2 are2 rules2 ... lol2
usaka1 naam1 kris1 votakins1 hai1 aur1 usake1 avashesh1 agale1 din1 kinaare1 par1 mile1 .,"i2 , , it2 the2 , . , . the2 . . . . .",Her2 name2 is2 chrissie2 Watkins2 and2 her2 remains2 are2 found2 on2 shore2 the2 next2 day2 .
Kiddy1 jesa1 sound1 nahi1 he1,"i2 , .",does2 not2 sound2 kiddy2
yeh1 dekhna1 aasaan1 hai1 .,"i2 , . .",its2 an2 easy2 watch2
Aur1 har1 kisi1 ko1 happy1 ending1 bhi1 pasand1 hoti1 hai1,"i2 , , it2 the2 . . . . .",Everyone2 loves2 a2 happy2 ending2 too2 .
MERE1 KHYAAL1 SE1 CRITIC1 RATING1 BAHUT1 KAM1 THA1,"i2 , , it2 . <unk> .",The2 critics2 rated2 it2 too2 low2 for2 my2 feeling2 .
yah1 movie1 bahut1 funny1 lagta1 hai1,"i2 , . it2 .",this2 movie2 sounds2 really2 funny2
ek2 Dramatized2 Documentary2 ki2 tarah1 though2 .,"i2 , . the2 . . .",Kind2 of2 a2 dramatized2 documentary2 though2 .
haha1 okay1 . mujhe1 rachel1 or2 ryan1 bahut1 pasand1 hai1 to1 mujhe1 lgta1 hai1 ye1 movie2 acchi1 hai1 . maine1 abhi1 dekhi1 nhi1 hai1 but2 trailer2 cheesy2 sa1 laga1 .,"i2 , it2 the2 the2 , , , , the2 , the2 , . the2 . . . . . . . . . . . . . .",Haha1 okay1 . I2 really1 like2 Ryan2 and2 Rachel2 so2 I'm2 assuming2 this2 movie2 is2 good2 . I2 haven't2 seen2 it2 yet2 though2 because2 the2 trailer2 looked2 cheesy2 .
muje1 toh1 sad1 laga1 jab1 uska1 parents2 sea2 mein1 mar1 gaye1 the1 .,"i2 , it2 the2 the2 , . , the2 the2 . . . .",i2 thought2 it2 was2 sad2 when2 the2 parents2 died2 at2 sea2
?,what2 you2,?
Wo1 sach1 mein1 sad1 tha1 .,"i2 , . the2 . . .",it2 really2 was2 sad2
kya1 aap1 dekha1 ?,"i2 , .",Did1 you1 see2 it2 ?
"MEIN1 US1 MONEY1 KE1 LIYE1 THO1 JARUR1 DEKHUNGA1 , AUR1 MERE1 LIYE1 THO1 US1 MONEY1 JO1 HAM1 SPENT1 KARTHEY1 , BAS1 LURHMANN1 THO1 CLEAR1 IDEA1 HEY1 IS1 TARAH1 KA1 FILM2 CRAFT2 KARNE1 PE1","i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . . . . . . . . <unk> . . . .","I2 can2 definitely2 see2 where2 the2 money2 was2 placed2 , and2 for2 me2 it2 was2 all2 money2 well2 spent2 , as2 Baz2 Lurhmann2 seemed2 to2 have2 such2 a2 clear2 idea2 of2 the2 kind2 of2 film2 he2 wanted2 to2 craft2 ."
aapko1 sport1 yek1 boxing1 ka1 pasand1 hein1 ?,what2 you2 the2 the2 movie2 ?,Do1 you2 like2 boxing2 as2 a2 sport2 ?
mere1 paas1 bhi1 !,"i2 , .",I2 have2 too1 !
No1 maine1 nahi1 dekhi1,"i2 , .",No1 I2 have2 not2
"haan1 , frozen2 .","i2 , .","yeah2 , Frozen2"
hello1 !,what2 .,hello1 !
"ok1 , but2 mera1 ek1 baaki1 h1 . main1 figure2 out1 karne1 ki1 koshish1 kar1 raha1 hu1 .","i2 , , it2 the2 , . . . . . . . .",okay1 . i1 have2 yet2 to2 do1 one2 . trying2 to2 figure2 this2 out2
Eisenberg2 ne2 Lex2 Luther2 ka1 bhi1 role1 bahut1 achhe1 se1 play1 kiya1 .,"i2 , , it2 the2 , . . . . . .",Eisenberg2 played2 a2 good2 Lex2 Luther2 too2
"multi2 level2 dreams2 bhi1 , alag1 dimensions2 . sabhi2 seems2 like2 ke1 really1 ho1 sake1 he1","i2 , , it2 the2 , . , , the2 . . . . . .","multi2 level2 dreams2 also2 , different2 dimensions2 . all2 seem2 like2 they2 could2 happen2"
kya1 amazing2 he2 . ye1 ek1 man1 ke1 bare1 me1 he1 jo1 ki1 apne1 beach2 side2 town2 ko1 crazy2 shark2 se1 save1 karne1 ki1 koshish1 kar1 raha1 he1 .,"the2 , is2 the2 of2 the2 , the2 the2 the2 the2 . the2 . . <unk> . .",It2 is2 amazing2 . It's2 about2 a2 man2 trying2 to2 save2 his2 beach2 side2 town2 from2 a2 crazy2 shark2
"Haalaanki1 main1 hairaan1 tha1 ki1 yah1 ek1 dc2 movie2 haaha1 ko1 dekhate1 hue1 sirtiks1 ke1 saath1 bahut1 achchhee1 tarah1 se1 praapt1 hua1 tha1 , aamataur1 par1 marvel2 jagah1 chalaata1 hai1","i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . the2 . . . . . . . . . . .","I2 was2 shocked2 though2 it2 was2 so2 well2 received2 with2 cirtics2 considering2 its2 a2 DC2 film2 haha2 , usually2 Marvel2 runs2 the2 place2"
uske1 around1 kafi2 hype1 thi1,"i2 , . .",It2 had2 a2 lot2 of2 hype2 around2 it2 .
kya1 yah1 film1 aap1 ko1 pasand1 hai1 ?,what2 you2 the2 the2 movie2,DO1 U1 LIKE1 THIS1 FILM1 ?
aap1 kya1 sochte1 ho1 film1 ke1 success2 aur2 satisfaction2 ke2 perspective2 par2 ?,"what2 , is2 the2 of2 the2 the2 the2 the2 the2 ?",What2 did2 you2 think2 of2 the2 film2 ’ s2 perspective2 on2 success2 and2 satisfaction2 ?
"Haan1 , isle2 of2 Berk2 unka2 village1 hai1 aur1 wo1 dragons2 se2 darte1 hai1 kyuki1 wo1 unke2 livestock2 chura2 lete1 hai1 , to1 jab1 wo1 aate1 hai1 usually2 unko2 maar1 dete1 hai1 .","i2 , it2 the2 the2 , . , , , the2 , the2 . the2 . the2 . . . . . . . . . . . . . . . .","YES1 , The2 isle2 of2 Berk2 is2 their2 village2 , and2 they2 are2 afraid2 of2 the2 dragons2 because2 they2 steal2 their2 livestock2 , so2 when2 they2 come2 upon2 the2 dragons2 they2 usually2 kill2 them2 ."
2013 main2 release2 ho1 gayi1 thi1 .,"i2 , . it2 .",it2 was2 realed2 by2 2013
usne1 shirf1 shirf1 6.9 mile1 hai1 10 mese1 .,"i2 , , it2 the2 . . . .",It2 only2 only2 got1 6.9/10 hmmm1
Main1 movie2 mein2 interested2 ho1 raha1 hun1,"it2 , . it2 .",Im2 getting2 interested2 in2 the2 movie2
nahi1 kya1 hai1 wo1 ?,"what2 , a2",no2 what2 is2 that2 ?
"haan1 , mera1 matlab1 isme1 decent2 cast2 hai1 , par1 maine1 ye2 couple2 of2 times2 dekhi1 hai1 aur1 main1 kuch1 zyada1 iske1 baare1 mein1 remember1 nahi1 kar1 raha1","i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . the2 . . . . . . . . . . .","Yeah1 . I2 mean2 it's2 got1 a2 decent2 cast2 , but2 i've1 actually2 watched2 it2 a2 couple2 of2 times2 and2 I2 don't2 remember2 a2 whole2 lot2 about2 it2"
sahi1,i2 .,exactly2
Kuch1 logo1 keliye1 badala1 acha1 karan1 hota1 hai1 .,"i2 , , it2 the2 . . . . .",Yeah1 . Revenge2 would2 be2 a2 good2 reason2 for2 some2 people2 .
hello1,yeses2 can2,Hello1
Wo1 kya1 tha1,i2 .,what's2 that2
"haan1 yar1 , muje1 bhi1 do1 behen1 hein1 , mein1 usse1 relate1 kar1 sakthe1 hoon1 .","i2 , it2 the2 the2 , , , , the2 the2 . . . . . .",Same1 here2 and2 being2 that2 I2 have2 two2 i2 could2 relate2 to2 how2 they2 felt2 about2 each2 other2 .
goverment2 hamesh1 kuch1 chupane1 ki1 koshish1 karti1 hai1 ;)2,"i2 , . the2 . . .",the2 government2 always2 has2 something2 to2 hide2 ;)2
oh1 mustang1 sick1 hein1 kya1,"it2 , a2",oh1 and2 the2 Mustang2 was1 SICK1 !
Achha1 point1 . mene1 socha1 bhi1 nahi1 tha1,"i2 , . the2 . . . . .",Good2 point2 . I2 didn't2 even2 think2 of2 that2
"aaj1 ka1 deno2 mein1 , is1 naam1 aapko1 patha1 bhi1 nahi1 chaltha1 ,","i2 , , it2 the2 , . <unk> . . . .",You2 never2 know2 these2 days2 with2 names2 but2 I'd2 guess2 you2 are2 right2 !
chalo1 isko1 lapet1 lete1 hai1,"i2 , .",Let's2 wrap2 it2 up2
Ho1 sakta1 hai1 ki1 little2 guy2 beat2 the2 officer2,"i2 , , it2 the2 . . . . .",maybe2 a2 little2 guy2 can2 beat2 the2 officer2
lekin1 ab1 whole2 movie2,"i2 , .",but2 now2 whole2 movie2
mene1 kuch1 scene2 watch1 kiye1 .,"i2 , . . .",i2 watched2 some2 scenes2
"poorn2 roop1 se1 , pustak1 se1 lie1 gae1 drshy1 hain1 , BBC2 sanskaran2 , ya1 philm1 ?","i2 , is2 the2 a2 , <unk> , <unk> the2 . <unk> .","Absolutely2 , are2 the2 scenes2 taken2 from2 the2 book2 , the2 BBC2 version2 , or2 the2 movie2 ?"
kya1 koi1 acting1 achchi1 thi1 ?,"what2 , a2",Was2 the2 acting2 any2 good2 ?
kya1 dvd1 pe1 aa1 gayi1 ?,what2 is2 a2,Or1 is2 it2 already2 on2 DVD2 ?
muje1 nahi1 patha1 ... joss2 whedon1 tho1 ache1 hein1 ... muje1 joel1 cohen2 ke1 baare1 mein1 kuch1 nahi1 patha1 .. mein2 buffy2 ka2 badi1 fan1 hoon1,"i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . .",I2 did2 not2 know2 that2 . Joss2 Whedon2 is2 good2 . I2 don't2 know2 Joel2 Cohen2 . I2 was2 a2 big2 Buffy2 fan2 .
kya1 aapako1 lagata1 hai1 ki1 philm1 itihaas1 ke1 lie1 sateek1 thee1 ?,what2 you2 you2 the2 of2 the2 the2 ?,Did1 you2 think2 the2 movie2 was2 accurate2 to2 the2 history2 ?
Main1 vishwaas1 nahin1 kar1 saka1 ki1 yeh1 flowers2 causing2 that2 effect2 ! Did2 you1 see2 that2 coming2 ?,"i2 , , it2 the2 , <unk> , . <unk> . . .",I2 couldn't2 believe2 it2 was2 the2 flowers2 causing2 that2 effect2 ! Did2 you1 see2 that2 coming2 ?
hah1 shaayad1 ve1 apanee1 khud1 kee1 spinoff2 philm2 hogee1,"i2 , , it2 . <unk> . .",haha1 maybe1 they2 will2 have2 their2 own2 spinoff2 movie2
I2 guess2 ye1 ek1 acchi1 movie1 thi1 ek1 amazing2 plot2 k1 saath1 .,"i2 , , it2 the2 , . . . . . .",I2 guess2 it2 ’ s1 just2 a2 very2 good2 movie2 with2 an2 amazing2 plot2 .
haan1 .. book1 se2 compare2 kare1 tho1 yeh1 movie2 itna1 bhi1 ache1 nahi1 hein1 kyon1 ? aur1 book1 tho2 heavily2 debated2 tha2,"i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . <unk> . . . . .",Yeah1 . Though2 I2 guess2 the2 movie2 isn't2 quite2 as2 factual2 as2 the2 book2 ? And2 that2 the2 book2 is2 pretty2 heavily2 debated2 .
"okay2 , movie1 ka1 director1 kaun1 hai1 ?",what2 you2 you2 the2 of2 ?,"okay2 ,,. who2 is2 director2 of2 the2 movie2 ??"
oh1 wha1 kha1 hai1 jise1 hulk2 maar2 rha1 hai1 ?,"the2 , a2 the2 of2 the2","Oh1 , the2 one2 where2 Hulk2 ends2 up2 hitting2 him2 ?"
Ek1 dam1 . Halk1 ne1 kiya1 pasand1 kiya1 . aap1 ka1 kya1 sochna1 hai1 butt1 mei1 kisane1 jyada1 kick1 kiya1 .,"it2 , is2 the2 the2 , <unk> the2 , the2 . the2 . .","Absolutely2 . Beat1 on2 Loki2 , like2 the2 Hulk2 did2 . Who2 kicked2 the2 most2 butt2 do2 you2 think2 ?"
haha1 ise1 padhkar1 main1 intersted2 hoon1,"i2 , . .",Haha1 after2 reading2 this2 though2 I'm2 interested2 in2 seeing2 it2
tho1 kaise1 hein1 aaj1 ka1 din1,"i2 , . the2",Alright2 have2 a2 good2 day2 !
Muje1 is2 movie2 me2 Ryan2 Gosling2 accha2 laga1,"i2 , is2 the2 . <unk> .",I1 love2 Ryan2 Gosling2 in2 this2 movie2 .
Chhote1 loge1 ka1 jeetna1 mujhe1 pasand1 hai1,"i2 , . it2 .",I2 liked2 that2 the2 little2 guys2 win2 .
"actually1 , mujhe1 pata1 nahi1 hai1","i2 , . the2 . . .","actually2 , I2 don't2 know1"
D1 AKOTA1 GOYA1,i2 .,D2 akota2 Goyo2
"muje1 aise1 different2 movies2 genres2 , memories2 , docs2 aur2 cartoon1 ko1 pasand1 hein1 jaise1 family2 guy2 aur1 anime1 bhi1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . . . . .","I2 like2 all2 kinds2 of2 things2 from2 all2 different2 movie2 genres2 , Memories2 , Docs2 and2 even2 Cartoons2 like2 Family2 Guy2 and2 even2 Anime2 ."
muje1 lagtha1 hein1 ki1 is1 hit1 ko1 hamare1 ke1 liye1 load1 kiya1 hein1,"i2 , , it2 the2 . . . . . . .",i1 wonder2 if2 this2 hit2 will2 ever2 load2 p2 for2 us2
thuje1 warmovie1 acchi1 lakthi1 hai1 ?,"what2 , a2 the2",Do1 you2 like2 war2 movies2 ?
Another2 MCU2 fan2 se1 talk1 karna1 great1 tha1,"i2 , . the2 .",It2 was2 great2 talking2 to2 another2 MCU2 fan2 .
haan1 yar1 voh1 tho1 really2 Tony2 hey1,"i2 , , it2 the2 . . .",it's2 as2 if2 he2 really2 was2 tony1 hehehej1
kya1 tumhe1 animated2 films2 pasand1 hai1 ?,"what2 , a2 the2",Do1 you2 like2 animated2 films2 ?
"haan1 , lakin1 muje1 lag1 raha1 hai1 ki1 koi2 sagged2 badly2 ko2 review2 karega1","i2 , it2 the2 the2 , , the2 . the2 . . . . .","Yes1 but2 I2 wouldn't2 say2 any2 part2 of2 the2 movie2 "" sagged2 badly2 "" as2 one2 review2 claims2"
hey1,bruce2 bruce2,hey1
"mujhe1 is1 movie1 ke1 bare1 me1 bataane1 ke1 liye1 thank1 you1 , I2 appreciate2 it2","i2 , , it2 the2 , <unk> . the2 . .",Thank2 you2 for2 telling2 me1 about2 this2 movie2 I2 appreciate2 it2 .
sure1 nahi1 hu1,i2 . .,not2 sure2
"haan1 , usake1 paas1 apane1 chamakadaar1 kshan1 aur1 raaste1 mein1 kuchh1 yugal1 hain1 . mujhe1 lagata1 hai1 ki1 unakee1 adhik1 philmen1 baad1 kee1 shrenee1 ke1 bajaay1 poorv1 mein1 aatee1 hain1 .","i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . the2 . . . . . . . . . . . . .","Yes1 , he2 has2 his2 shining2 moments2 and2 some2 duds2 along2 the2 way2 . I2 feel2 that2 more2 of2 his2 movies2 fall2 into2 the2 former2 rather2 than2 latter2 category2 ."
"umm1 .. aisa1 koi1 nahi1 , lekin1 kuch1 death1 hein1","i2 , , it2 the2 . . . . .",Ummm1 not1 really2 but2 there2 is2 a2 death2 or2 two2 .
koi1 daraavana1 hissa1 nahin1 . chinta1 mat1 karo1,"it2 , is2 the2 .",No2 scary2 parts2 . Don't1 worry1 .
aap1 kalaakaaron1 ke1 baare1 mein1 kya1 sochate1 hain1 ? kristan1 bel1 mere1 phevar1 mein1 se1 ek1 hai1 .,"the2 , is2 the2 of2 the2 the2 the2 the2 the2 the2 .",What2 do2 you2 think2 about2 the2 cast2 ? Kristen2 bell2 is2 one2 of2 my2 faves2 .
mene1 socha1 bopeep1,i2 . .,Bopeep1 I1 think2
yah2 sci-fi2 moivehai2 mai1 eashi1 movi2 pasand1 nahi1 karta1,"i2 , . it2 . .",It's2 a2 sci-fi2 movie2 and2 i2 don't2 typically2 watch2 those2
yah1 kis1 tarah1 kee1 philm1 hai1,"it2 , a2 it2",What2 kind2 of2 movie2 is2 it2
is2 post2 tho1 papers2 ka2 release2 karne1 ke1 liye1 try1 kar1 rahe1 the1 jo1 30 years2 involvement2 detailed2 hein2 us2 government2 ka1 aur1 vietnam2 war2 ka1,"i2 , , it2 the2 , . . . the2 . . . . . . . . .",The2 Post2 was2 apparently2 trying2 to2 release2 papers2 detailing2 they2 30 year2 involvement2 of2 the2 US2 government2 int2 he2 Vietnam2 War2
hello1,yeses2 can2,Hello1
I2 guess2 so2 . Unki1 bilkul1 polar2 opposite2 personalities2 hai2 . Ek1 to2 humble2 farm2 boy2 hai1 dusra1 ek1 rich2 executive2,"i2 , , it2 the2 , , , , the2 , . the2 . . . . . . .",I2 guess2 so2 . They2 do2 have2 polar2 opposite2 personalities2 . One2 is2 a2 humble2 farm2 boy2 and2 the2 other2 is2 a2 rich2 executive2
kya1 aapane1 The1 Great2 Gatsby2 dekha1,"the2 , .",Did1 you2 watch2 The2 Great2 Gatsby2
The2 minions2 ne2 humor1 ko1 extra2 dose2 provide2 kiya1 .,"i2 , , it2 the2 . . . .",The2 Minions2 provide2 an2 extra2 dose2 of2 humor2 too1
mm1 hmm1 maine1 action2 scene1 sirf1 batman2 vs2 superman2 mein1 dekha1 hai1,"i2 , , it2 the2 , . . . .",mm1 hmm1 I've2 seen2 the2 action2 scene2 only2 in2 batman2 vs2 superman2
tum1 kaise1 ho1,i2 .,how1 are1 you1
Namste1,bruce2 .,Hello1
haan1 kuch1 familiar2 sounds2 karta1,"i2 , .",he2 actually2 sounds2 familiar2
AVENGERS2,bruce2 .,AVENGERS2
yah1 dc2 comic2 par2 aadharit1 hai1 . wamer2 bros2 pictures2 ne2 vitarit1 kiya1 hai1,"i2 , , it2 the2 , . . . . . . .",IT1 IS1 BASED1 ON2 DC2 COMISC2 . THE1 DISTRIBUTED1 BY1 WAMER2 BROS2 . PICTURES1
hahah1 tum1 jaante1 ho1,"i2 ,",hahah1 you1 know1 it2 !
agar1 voh1 aur1 thoda1 famous1 logo1 ko1 use1 kar1 sakthe1 they2,"i2 , , it2 the2 , . . . . . .",I2 wish2 they2 would2 have2 used2 more2 famous2 people2 .
"mai1 isse1 add1 karunga1 , yah1 dekhne1 layak1 lag1 rahi1 hai1","i2 , . the2 the2 , . . . . . .","I2 would2 add2 this2 one2 , its2 worth2 watching2"
mein1 bhi1 .. ache1 endup2 hein1 yar1 ... pouty1 aur1 childish2 ke1 liye1 tho1 bilkul1 fitting1 hein1 yar1,"i2 , it2 the2 the2 , , , , , the2 , . the2 . . . . .",As2 was2 I1 . It2 was2 an2 excellent2 way2 for2 him2 to2 end2 up2 . Fitting2 for2 how2 pouty2 and2 childish2 he2 was2 the2 entire2 time2 .
GOOGLE1 EK1 ACHHA1 VICHAR1 HAIN1,"i2 , .",Google2 is2 a2 good2 idea2 . do2 you2 have2 a2 favorite2 movie2 site2 to2 shcek2 ?
haan1 isme1 kafi1 kuch1 tha1 jo1 slowing2 down2 tha1 aur2 obvious2 green2 screen2 mere1 liye1,"i2 , it2 the2 the2 , , , , the2 the2 the2 . . . .",Yes2 there2 was2 a2 lot2 slowing2 down2 and2 obvious2 green2 screen2 to2 me1 .
Rotten2 tomatoes2 par2 ise1 98 mile1 hai1 . yah1 bahut1 impressive2 hai1,"i2 , , it2 the2 , . . . . .",It2 got2 a2 98 on2 rotten2 tomatoes2 . That2 is2 very2 impressive2
ye1 ke1 thriller2 / science2 fiction2 movie2 hai1,"i2 , , it2 . <unk> .",it's2 a2 thriller2 / science2 fiction2 movie2
tho1 mein1 check1 kartha1 aur1 uska1 info1 detha1,"i2 , , it2 the2 . . . .",Let1 me1 check2 if2 they2 have2 that2 info2 .
kya1 tum1 sach1 mein1 jaan1 na1 chahte1 ho1 ya1 khud1 watch1 karne1 tak1 wait1 karna1 chahte1 ho1 ?,what2 you2 you2 the2 of2 the2 the2 the2 the2 the2 the2 ? ?,Do1 you1 really1 want2 to2 know2 or2 do2 you1 want2 to2 wait2 for2 when2 you2 watch2 it2 ?
"haan1 , muje1 bhi1","i2 , . . .","same2 , nice2 talking2 to2 you2 as2 well2"
wese1 mujhe1 baccho1 ki1 movie1 bhi1 utni1 pasand1 hai1 jitni1 kabhi1 kabhi1 vyasak1 logo1 ki1 kya1 aapko1 vastav1 mein1 is1 dekhne1 mein1 maja1 aya1 ?,"i2 , , it2 the2 , <unk> , . the2 . . . . . . . . .",Well2 I2 like2 kids2 movies2 just2 as2 much2 as2 adult2 ones2 sometimes2 ! Did2 you1 really2 enjoy2 watching2 it2 ?
HELLO1,bruce2 .,Hello1
Ye1 to1 sahi1 hai1 . Main1 is1 soch1 me1 hu1 ki1 kya1 Mark2 Zuckerberg2 ne2 Sean2 Parker2 ko2 actually2 Facebook2 ke2 headquarters2 me2 rehne1 k1 liye1 bulaya1 tha1 !,"i2 , , it2 the2 , . . . the2 . . . . . . . . . . . . .",That2 is2 true2 . I2 wonder2 if2 Mark2 Zuckerberg2 actually2 invited2 Sean2 Parker2 to2 live2 at2 Facebook2 headquarters2 !
Mujhe1 ye1 bhi1 lagta1 hai1 is1 movie2 ne2 new2 super2 hero2 movies2 k1 liye1 ek1 template1 jaise1 serve1 kiya1 hai1 .,"i2 , , it2 the2 , . . . . . . . . . . .",i2 also2 think2 this2 movie2 has2 kind2 of2 served2 as2 a2 template2 for2 newer2 super2 hero2 movies2
"Ohh1 , voh1 mujhe1 bhi1 accha1 laga1 . Mujhe1 accha1 laga1 ki1 they2 always2 bring2 in2 government2 officials2 .","i2 , it2 the2 the2 , , , , the2 , . the2 . . . . . . .",Ohh1 . I2 liked2 that2 too2 . I2 like2 how2 they2 always2 try2 to2 biring2 in2 the2 government2 official2 s2
