Batman2 vs2 Superman2 	batman2 vs2 superman2 
basically2 what2 kind2 of2 movie2 it2 is2 	wese1 ye1 kis1 type2 ki1 movie1 hai1 
and2 it2 was2 directed2 by2 Shawn2 Levy2 	or1 ye1 Shawn2 Levy2 dwara2 directed2 hai1 
oh1 .... k1 	oh1 ... ok1 
sp2 orts2 genre2 	sp2 orts2 genre2 
i2 heard2 it2 is2 a2 robotic2 movie2 ... i2 sit2 so2 ? 	mein1 ne1 robotic2 movies2 ke1 baare1 mein1 suna1 hoon1 ... 
kind2 of2 	kuch1 kuch1 
ok1 ... wht1 are1 the2 good2 in2 this2 movie2 	ok1 ... tho1 yeh1 acha1 movie2 hein1 
Human2 boxers2 were2 being2 replaced2 by2 robots2 in2 the2 year2 2020 	human2 boxers2 ko2 robots2 se2 replaced2 kiya1 hein1 2020 saal1 mein1 
ok1 ... so1 is2 interaction2 between2 robos2 will2 be2 shown2 .. or2 how2 it2 is2 ? 	ok1 ... tho1 yeh1 robos1 ka1 interaction1 ke1 baare1 mein1 ... ya1 yeh1 kaise1 hein1 ? 
you1 know1 what2 entails2 in2 some2 sports2 , a2 fight2 was2 rigged2 	aapko1 patha1 hein1 ki1 kuch1 sports1 tho2 entails2 hein2 , jo1 fight1 karthe1 vo1 rigged2 hein2 
this2 made2 charlie2 go2 into2 debt2 which2 could2 not2 pay2 	isse1 charlie1 ko2 debt2 ho1 jaatha1 , jo1 aage1 pay1 nahi1 kar1 saka1 
ok2 ... will2 he2 be2 able2 to2 manage2 to2 pay2 his2 debt2 at2 the2 edn2 ? 	ok1 ... tho1 voh1 apne1 debt2 end2 mein1 pay1 kar1 jaatha1 ? 
end2 ? 	end2 ? 
the2 movie2 makes2 use2 of2 skills2 in2 blending2 people2 and2 computer2 made2 imaginary2 things2 into2 a2 lively2 story2 	is2 movie2 mein1 tho2 blending2 people2 ka2 skills2 ko2 use1 kiya1 aur1 computer1 tho2 imaginary2 things2 hein2 is2 lively2 story2 ka1 
quite2 intresting2 ... 	KAAFI1 INTERESTING1 HEIN1 
nope2 he2 is2 indebted2 and2 that's2 it2 	NAHI1 , VOH1 INDEBTED1 HEY1 
oh1 .... k1 	ACHA1 K1 
the2 movie2 has2 cinescore2 of2 A1 	CINESCORE2 NE1 IS1 MOVIE1 KO1 A1 DIYA1 
but2 metacritic2 is2 kinda2 low2 at2 56/100 	LEKIN1 METACRITIC1 NE1 KAAFI1 LOW1 DIYA1 56/100 
ok1 ... i2 heard2 twin2 cities2 also2 showed2 in2 this2 movie2 	ACHA1 .. MEIN1 TWIN2 CITIES1 KE1 BAARE1 MEIN1 SUNA1 HON1 JO1 IS1 MOVIE1 MEIN1 DEKHAI1 GAYA1 HEIN1 
and2 rotten2 tomatoes2 gave2 it2 a2 59% 	ROTTEN1 TOMATOES1 NE1 59% DIYA1 
ok1 ... 	ACHA1 
I2 would2 recommend2 you2 go2 see2 it2 anytime2 you2 are2 free2 	AGAR1 AAP1 FREE1 HOTE1 THO1 , JARUR1 AAP1 IS1 MOVIE1 KO1 DEKHO1 
thanks2 for2 the2 info2 .. 	INFO1 KE1 LIYE1 THANKS1 YAR1 
it2 is2 totally2 fiction2 though2 	Yeh1 poori1 tarah1 fiction2 hai1 lekin1 
catch2 you2 later2 dear2 friend2 	Chalo1 baad1 mein1 milte1 hai1 dost1 
Hello1 . So2 you2 read2 a2 document2 about2 a2 movie2 ? 	Hello1 . So1 , aap1 ek1 movie1 ke1 baare1 mein1 apne1 ek1 documentpadha2 hain2 ? 
still2 reading2 	abhee1 bhee1 read1 kar1 rahe1 hain1 
yep1 ! 	haan1 
Alright1 . So1 what's1 the2 movie2 called2 ? 	acha1 tho1 is2 movie1 ko1 kya1 kahate1 
Iron2 Man2 ! 	Iron2 man2 
It's2 a2 superhero2 film2 - do2 you2 like2 comics2 ? 	yeh1 tho1 superhero2 ka1 film1 hey1 - aapko1 tho1 comics2 pasand2 hein1 
I2 do1 . I2 get2 real2 into2 them2 and2 try2 to2 dig2 up2 as2 much2 info2 as2 I2 can2 . 	haan1 yar1 .. muje1 tho1 is2 film1 ka1 info1 chahiye1 tho1 mein1 sab1 info2 collect2 kar1 loonga1 
Do1 you1 know1 who2 the2 villain2 will2 be2 ? 	tho1 villain2 kon2 hei1 
Obadiah2 Stone2 , who2 is2 Tony2 Stark's2 second2 in2 command2 in2 Stark2 Industries2 . Turncoat2 who2 tries2 to2 overtake2 the2 company2 ! 	obadiah2 stone2 jo1 tony2 starks2 ka2 second2 command2 the2 us1 stark2 industries2 mein2 .. turncoat2 jo2 company1 ko2 overtake1 karta1 
Alright2 , so2 a2 more2 down2 to2 earth2 super2 hero2 movie2 than2 some2 . No2 super2 aliens2 or2 anything2 like2 that2 ? 	acha1 , dusre1 superhero2 movie2 se1 kuch1 alag1 hey1 .. acha1 tho1 super2 aliens2 ya2 aur1 koi1 ke1 tarah1 hei1 kya1 ? 
yeah1 , I1 like2 superhero2 films2 that2 rely2 more2 on2 technology2 and2 skill2 than2 superpowers2 - feels2 more2 within2 the2 realm2 of2 possibility2 . Critics2 describe2 this2 as2 having2 a2 military2 thriller2 feel2 , as2 opposed2 to2 a2 stylized2 comic2 book2 frame2 by2 frame2 replay2 . 	haan1 , muje1 superhero2 films2 pasand2 hey1 , kaafi1 technology1 aur2 skill2 se2 rely2 karthe1 .. lagtha1 hein1 ki1 yeh1 realm2 ka2 possibility2 hein2 .. critics2 tho2 military2 thriller2 ke1 tarah1 feel1 hota1 jo2 stylized2 comic2 book2 se2 opposed2 tha2 
no2 super2 aliens2 ; grenades2 , terrorists2 , and2 electromagnetic2 exosuits2 ! 	nahi1 super1 aliens2 ; grenades2 , terrorists2 aur2 electromagnetic2 exosuits2 
and2 a2 hint2 of2 romance2 , too2 ; Gwyneth2 Paltrow2 as2 Pepper2 Potts2 , Tony2 Stark2 ( Ironman's2 ) potential2 love2 interest2 . 	thoda1 romance1 ka1 hint1 bhi1 tha2 , Gwyneth2 paltrow2 to2 pepper2 potts2 tha1 aur1 Tony2 strak2 ka2 potential2 tho2 uska1 interest2 love2 hein1 
This2 movie2 has2 something2 for2 everyone2 ! I2 highly2 recommend2 it2 :)2 	is2 movie2 mein1 tho1 sab1 hein1 . mein1 tho1 yeh1 recommend2 jarur1 karunga1 
Since2 it's2 just2 called2 " Iron2 Man2 " with2 no2 secondary2 title2 I'm2 guessing2 probably2 an2 origin2 story2 ? 	yeh1 tho1 Iron1 man1 kaha1 gaya1 hein1 , tho1 uska1 secondary2 title2 tho1 pehli1 story1 se1 hi1 likhi1 hoga1 
Good2 guess2 ! It2 ' s2 the2 first2 film2 in2 the2 Marvel2 Cinematic2 Universe2 , actually2 . 	acha1 guess2 hein1 ! yeh1 tho1 pehla1 film1 se1 li1 gaya1 hein1 jo1 Marvel2 cinematic2 universe2 se2 
Interesting2 . Since2 it's2 the2 first2 how2 is2 the2 budget2 ? Do2 special2 effects2 suffer2 at2 all2 ? 	interesting2 . tho1 uska1 budget2 kya1 hein1 ? kya1 kuch1 special2 effects2 hein2 is1 mein1 ? 
don't1 know2 about2 the2 budget2 - but2 critical2 response2 is2 that2 it's2 an2 " expansively2 entertaining2 special2 effects2 extr2 avaganza2 " 	muje1 budget1 nahi1 patha1 - lekin1 is2 critical2 response2 se1 lag1 raha1 hein1 ki1 voh2 expansively2 entertaining2 special2 effects2 hi1 hoga1 
with2 relatively2 seamless2 CGI2 	yeh1 tho1 seamless2 CGI2 se2 relate2 hota1 
Alright2 cool2 . You2 mentioned2 Pepper2 Potts2 actress2 ; Who2 else2 is2 starring2 ? 	tho1 cool1 hein1 yar1 . aap1 tho1 pepper2 potts2 actress2 ke1 baare1 mein1 kuch1 bol1 rahethe1 , tho1 kon1 starr2 kar1 raha1 hein1 ? 
Robert2 Downey2 Jr2 as2 Iron2 Man2 ; Jeff2 Bridges2 as2 his2 nemesis2 , and2 Terrance2 Howard2 as2 James2 " Rhodey2 " Rhodes2 . 	Robert2 Downey2 tho1 Iron1 man1 ka1 role1 kiya1 , aur1 jeff2 bridges2 ne2 nemesis2 ka1 role1 aur1 terrance2 howard2 ne1 james1 rhodey1 ka1 role1 
I2 don't2 know2 James2 Rhodes2 . Who2 is1 he1 , in2 the2 general2 scheme2 of2 things2 ? 	muje1 james1 rhodes2 ke1 baare1 mein1 kuch1 patha1 nahi1 ., kon1 hein1 voh1 , aur1 uska1 general2 scheme2 kya1 hein1 ? 
He2 is2 a2 friend2 of2 Tony2 Stark's2 - he2 is2 liaison2 between2 Stark2 Industries2 and2 the2 military2 , because2 Lt2 . Colonel2 Rhodes2 is2 in2 the2 US2 Air2 Force2 in2 the2 weapons2 development2 / acquisitions2 dept2 , and2 Stark2 Industries2 is2 a2 defense2 contractor2 . 	Wo1 Tony2 Stark2 ka2 friend1 hai1 - he1 is2 liaison2 between2 Stark2 Industries2 and2 the2 military2 , kyunki1 Lt1 . Colonel2 Rhodes2 US2 Air2 Force2 mein1 hai2 weapons2 development2 / acquisitions2 dept2 mein1 aur1 Stark2 Industries2 is2 a2 defense2 contractor2 . 
What2 kind2 of2 weapons2 is2 Stark2 Industries2 selling2 to2 the2 air2 force2 ? 	Stark2 Industries2 air2 force2 ko1 kaise2 weapons2 bech2 rahi1 hai1 ? 
Power2 armor2 ? 	Power2 armor2 ? 
nope1 	nahi1 
rocket2 propelled2 grenades2 	rocket2 propelled2 grenades2 
I1 see1 . 	I1 see1 . 
Well2 I2 think2 I've2 got2 a2 pretty2 good2 picture2 of2 the2 movie2 now2 . 	Well1 mujhe1 lagta1 hai1 I've1 got2 a2 pretty2 good2 picture2 of2 the2 movie2 now2 . 
Any2 last2 thoughts2 ? 	koi1 last2 thoughts2 ? 
do1 you2 think2 you'd2 enjoy2 it2 ? Do1 you1 want2 to2 go2 see2 it2 ? 	do1 you2 think2 you'd2 enjoy2 it2 ? Tum1 jaa1 ke1 dekhna1 chahte1 ho1 ? 
Definitely2 . That2 kind2 of2 movie2 is2 right2 up2 my2 alley2 . 	Bilkul1 . Us1 tarah1 ki1 movie2 is2 right2 up2 my2 alley2 . 
Just2 that2 while2 critics2 do2 vary2 in2 response2 , a2 94% rating2 is2 pretty2 decent2 ! A2 from2 cinema2 score2 and2 79/100 on2 Metacritic2 	Jabki1 critics2 response2 mein1 vary1 karte1 hain1 , 94% rating1 kafi2 decent1 hai1 ! cinema2 score2 par1 A1 aur2 Metacritic2 par2 79/100 
That2 is2 very2 impressive2 . Thank2 you2 for2 time2 ! 	Ye1 bohat1 impressice1 hai1 . Time1 dene1 ke1 liye1 thank1 you2 
Hello1 ! 	Hello1 ! 
What2 do2 you2 like2 the2 most2 about2 this2 movie2 ? 	Tumhe1 iss1 movie2 mein1 kya1 accha1 laga1 ? 
I2 really2 enjoyed2 the2 music2 from2 this2 film2 ! What2 was2 your2 favorite2 thing2 about2 Frozen2 ? 	Meine1 iss1 film1 ka1 music2 really2 enjoy2 kiya1 ! Tumhe1 Frozen2 mein1 kya1 accha1 laga1 ? 
The2 songs2 	Isske1 Songs1 
My2 kids2 love2 it2 	Mere1 kids2 love2 it2 
I2 also2 like2 that2 it2 was2 inspired2 by2 an2 existing2 fairy2 tale1 . 	I2 also2 like1 kyoki1 yeh1 ek1 fairy1 tale1 se2 inspired2 hai1 
The2 animation2 was2 excellent2 and2 amazing2 ! 	Iska1 animation2 amazing2 aur2 excellent2 hai1 
Yeah1 , the2 animation2 and2 the2 plot2 is2 amazing2 	Yeah1 , animation2 aur2 plot2 dono2 amazing2 hai2 
What2 is2 your2 favorite1 chARACTER1 ? 	Tumhara1 favorite2 character2 kaun1 hai1 ? 
* CHARACTER1 	* Character2 
Mine2 is2 Anna2 	Mein1 toh1 Anna1 hoon1 
Anna2 . I'm2 a2 fan2 of2 Kristen2 Bell's2 other2 work2 as2 well2 . 	Anna2 ? Mein1 toh1 Kristen1 Bell1 ka1 fan1 hoon1 
I1 love2 her2 voice2 ! 	muje1 uska1 voice1 bahut1 pasand1 hein1 
I2 like2 that2 Anna2 was2 fearless2 , and2 didn't2 act2 like2 your2 typical2 Disney2 princess2 . 	muje1 Anna1 ka2 fearless2 pasand2 hein1 , aur1 voh1 apni1 typical2 Disney2 Princes2 ke1 tarah1 nahi1 thi1 
That's2 right2 ... she's2 extroverted2 and2 fun2 ! 	voh1 toh1 thik1 hein1 ... aur1 voh1 extroverted2 aur1 fun1 thi1 
The2 first2 part2 of2 the2 movie2 , explaining2 how2 the2 sisters2 were2 orphaned2 , and2 how2 their2 circumstances2 drove2 them2 apart2 was2 tragic2 , but2 I2 do2 like2 how2 everything2 wrapped2 up2 in2 the2 end2 . 	First2 part2 mein1 voh1 us1 sisters2 ke2 orphaned2 ke2 baare1 mein1 dekhaye1 aur1 kaise1 us2 circumstances2 ko2 handle1 kiye1 , lekin1 muje1 toh1 end2 part2 pasand1 aaya1 
It's2 hard2 to2 believe2 this2 is2 Disney's2 53rd2 animated2 feature2 film2 ! I'd2 find2 it2 difficult2 to2 even2 name2 that2 many2 Disney2 animated2 features2 ! 	muje1 yakin1 hi1 nahi1 hota1 ki1 yeh1 Disney1 ka2 53rd2 animated2 feature2 film2 hein1 ! muje1 kahi1 Disney2 animated2 features2 toh2 yaad1 hi1 nahi1 hein1 
Yeah1 , the2 ending2 has2 a2 very2 special2 meaning2 	haan1 yar1 ending1 toh1 special1 hi1 tha1 
Do1 you2 have2 any2 other2 favorite2 film2 ? 	kya1 aapko1 dusra1 favorite2 film2 koi1 hein1 kya1 ? 
from2 Disney2 	Disney2 mein1 ? 
A2 few2 , but2 I2 thought2 for2 purposes2 of2 this2 exercise2 , we2 must2 confine2 our2 conversation2 to2 the2 information2 in2 the2 document2 ? 	kuch1 , but1 I2 thought2 ye2 exercise2 is2 purpose2 ke1 liye1 hai1 , hame1 apna1 conversation2 is2 document2 ke2 information2 par1 hi1 confine1 karna1 chahiye1 
That's2 correct2 	yah1 correct1 hai1 
What2 is2 your2 rating2 for2 Frozen2 ? 	tumhari1 rating1 kya1 hai1 Frozen2 
The2 document2 is2 growing2 , and2 additional2 detailed2 information2 about2 scenes2 from2 the2 movie2 were2 just2 added2 . I'm2 reminded2 of2 the2 scene2 where2 Elsa2 builds2 her2 ice2 palace2 . It2 was2 an2 impressive2 bit2 of2 computer2 generated2 animation2 . 	yeh1 document2 grow2 kar1 raha1 hai1 , and2 is2 movie1 ke1 scene1 ke1 baare1 me1 atirikt2 detailed2 information2 add1 kiye1 hai1 . mujhe1 us1 scene1 ke1 baare1 me1 remind2 karwa1 jisme1 Elsa1 apn1 ice2 palace2 banati1 hai1 . computer2 generated2 animation2 bahut2 impressive2 tha2 . 
I2 would2 rate2 Frozen2 as2 an2 80%, or2 8 out2 of2 10. 	mai1 Frozen2 ko2 80% rate1 karunga1 , ya1 8 out2 of2 10 
Yeah1 , the2 animation2 was2 outstanding2 	Sach1 me2 , animation2 outstanding2 tha2 
My2 favorite2 scene2 is2 when2 Anna2 gets2 hitby2 Elsa2 at2 the2 very2 beginning2 . 	mera1 favorite2 scene2 wo1 hai1 jisme1 Anna1 Elsa2 ko1 hit1 karti1 hai1 ekdum1 begining1 me2 
The2 Duke2 of2 Weselton2 has2 a2 name2 that2 looks2 suspiciously2 like2 the2 term2 weasel2 ! 	Weselton2 ka1 Duke1 ka1 naam2 suspiciously2 term2 weasel2 ke1 jaise1 lagta1 hai1 
I2 like2 all2 the2 scenes2 with2 musical2 numbers2 in2 them2 . 	mujhe1 wo1 musical2 number2 wale1 sabhi1 scene1 pasand1 hain1 
What2 did2 you2 like2 the2 least2 about2 the2 film2 ? 	tumhe1 film1 ke1 baare1 me1 sabse1 kam1 pasand2 scene1 kaun1 sa1 hai1 
I2 did2 not2 like2 that2 the2 parents2 died2 	mujhe1 nahi1 achha1 laga1 ki1 parents2 marr1 gaye1 . 
did2 you1 know2 that2 there2 is2 a2 scene2 where2 rapunzel2 appears2 in2 Frozen2 ? 	Tumhe1 pata1 hai1 Frozen2 mein2 ek1 scene1 hai1 jahan2 Rapunzel2 aati1 hai1 ? 
The2 parents2 dying2 was2 sad2 and2 unexpected2 , and2 a2 dramatic2 way2 to2 start2 the2 film2 	Parents2 ki1 maut1 bohot1 sad1 aur2 unexpected2 thi2 , aur1 movie1 ko1 start1 karne1 ka1 dramatic2 way2 tha1 . 
I2 did2 not2 know2 that2 Rapunzel2 appeared2 in2 Frozen2 . 	Mujhe1 nahi1 pata1 tha1 ki2 Frozen2 mein2 Rapunzel2 aati1 hai1 . 
Yeah1 , very2 briefly2 	Haan1 , thodi1 derr1 ke1 liye1 
I2 have2 to2 agree2 it's2 the2 best2 Disney2 animated2 film2 in2 quite2 a2 few2 years2 ... since2 the2 Lion2 King2 . 	Bohot1 saalon1 mein1 Disney1 ki1 best2 animated2 film2 hai1 , Lion2 King2 ke1 baad1 . 
Yeah1 , the1 best2 film2 in2 modern2 animation2 . 	Haan1 , modern2 animation2 mein1 best2 film1 hai1 . 
Hi1 ! How1 are2 you1 ? Seen2 any2 good2 movies2 lately2 ? 	namaste1 ! kya1 haal1 hai1 ? haal1 hee1 mein1 koee1 achchhee1 philm1 dekhee1 ? 
yeah2 , Frozen2 	haan1 , jame1 hue1 
Sounds2 like2 a2 cold2 movie2 ! Can2 you2 tell1 me1 what2 it's2 about2 ? 	ek1 thandee1 philm1 kee1 tarah1 lagata1 hai1 ! kya1 aap1 bata1 sakate1 hain1 ki1 yah1 kis1 baare1 mein1 hai1 ? 
Its2 about2 two2 girls2 Anna2 and2 Elsa2 	ye1 do1 girls2 ke1 bare1 me1 he1 Anna2 and2 Elsa2 
Anna2 is2 a2 princess2 	Anna2 princess2 he2 
and2 Elsa2 is2 her2 younger2 sister2 	Aur1 Elsa2 uski1 younger2 sister2 he2 
Gotcha2 ! Is1 it2 a2 movie2 for2 children2 or2 adults2 or2 both2 ? 	Gotcha2 ! ye1 movie2 children2 ke2 liye1 ya1 adult2 ke1 liye1 ya1 dono1 ke1 liye1 he1 
Difficult2 to2 say2 , probably2 for2 both2 	Batana1 to2 difficult2 he2 , probably2 dono2 ke1 liye1 he1 
Well2 I2 like2 kids2 movies2 just2 as2 much2 as2 adult2 ones2 sometimes2 ! Did2 you1 really2 enjoy2 watching2 it2 ? 	well1 kabhi1 kabhi1 mujhe1 kids1 movies2 utni1 hi1 pasand1 aati1 he1 jitni1 adult1 ! kya1 tumne1 ise1 dekhna1 really2 enjoy2 kiya1 ? 
well2 , its2 been2 acclaimed2 as2 the2 best2 musical2 made2 by2 Disney2 	well2 , ye2 acclaimed2 kiya2 jata1 raha1 he1 ki1 ye1 Disney1 dwara1 banaya1 gaya1 best2 music2 he2 
I'm2 trying2 to2 find2 a2 good2 movie2 to2 watch2 tonight2 . 	Me1 Aaj1 rat1 dekhne1 ke1 liye1 best1 movie1 khojne1 ki1 try1 kar1 raha1 hu1 
Sounds2 like2 a2 hit2 then2 ! Disney2 movies2 are2 always2 excellent2 . 	tab1 to1 hit1 lagti1 he1 ! Disney2 movies2 always2 excellent2 hoti1 he1 
yeah2 , its2 also2 3D2 animated2 , the2 visual2 are2 really2 good2 	yeah1 , ye1 3d2 animated2 bhi1 he2 , visual2 to2 really2 good2 he2 
even2 rotten2 tomatoes2 gave2 it2 89% 	yahaan1 tak1 ​​ ki1 rotten2 tomatoes2 ne1 bhi1 ise1 89% diya1 
Not2 a2 bad2 review2 for2 Rotten2 Tomatoes2 ! I2 	Rotten2 Tomatoes2 ka2 duara1 accha1 review2 diya1 gaya1 hai1 ! 
Is1 it2 fairly2 new2 or2 a2 few2 years2 old2 ? 	kya1 yah1 kaaphee1 new1 hai1 ya1 thoda1 old1 hai1 ? 
well2 , it2 came2 out2 in2 2013 	Yah1 2013 mein1 out1 hua1 tha1 . 
So2 fairly2 new2 . At2 least2 compared2 to2 some2 of2 the2 other2 Disney2 princess2 movies2 ! 	Yeh1 kaaphee1 naya1 hai1 . At1 least2 baaki1 Disney2 princess2 movies2 kee1 tulana1 mein1 ! 
Can1 you2 tell1 me1 what2 the2 basic2 plot2 is2 ? 	kya1 aap1 bata1 sakate1 hain1 ki1 basic2 plot2 kya1 hai1 
Don't1 give2 too2 much2 away2 though2 ! I2 don't2 want2 to2 know2 the2 ending2 ! 	vaise1 bhi1 bahut1 bahut1 jyada1 mat1 batana1 ! main1 ending1 jaanana1 nahin1 chaahata1 ! 
ahaahah1 , ok1 	aahaaha1 , ok1 hai1 
the2 plot2 is2 really2 good2 , magic2 things2 , talking2 animals2 , its2 exactly2 what2 we2 want2 from2 Disney2 	plot2 really2 mein1 achchha1 hai1 , magic1 cheegain2 , talking2 animals2 , bilkul1 vaisa1 hee1 jaisa1 hamDisney1 se1 chaahate1 hain1 
Perfect2 ! 	Perfect2 ! hai1 
I2 think2 I2 have2 found2 my2 movie2 for2 tonight2 ! 	mujhe1 lagata1 hai1 ki1 mujhe1 aaj1 raat1 ke1 lie1 apanee1 philm1 mil1 gaee1 hai1 ! 
Thanks2 so2 much2 for2 your2 recommendation2 ! 	aapakee1 siphaarish1 ke1 lie1 bahut1 bahut1 dhanyavaad1 ! 
Sure2 , no1 problem2 ! Its2 also2 very2 emotional2 , so2 you2 may2 need2 some2 tissues2 :)2 	bilakul1 koee1 pareshaanee1 nahee1 ! yah1 bhee1 bahut1 bhaavuk1 hai1 , to1 aapako1 kuchh1 ootakon1 kee1 aavashyakata1 ho1 sakatee1 hai1 :)2 
All2 the2 best2 ones2 are2 tear2 jerkers2 ! I'll2 be2 sure2 to2 have2 them2 handy2 along2 with2 some2 good2 snacks2 . 	sabhee1 behatareen1 aansoo1 jhatakedaar1 hain1 ! mujhe1 yakeen1 hai1 ki1 unhen1 kuchh1 achchhe1 snaiks1 ke1 saath1 kaam1 karana1 hoga1 . 
yeah1 , the2 ending2 is2 definitely2 not2 what2 you2 would2 expect2 it2 to2 be2 	haan1 , ant1 nishchit1 roop1 se1 vah1 nahin1 hai1 jo1 aap1 yah1 hone1 kee1 ummeed1 karenge1 
Is1 it2 a2 happy2 ending2 at2 least2 ? 	kya1 yah1 kam1 se1 kam1 ek1 sukhad1 ant1 hai1 ? 
well2 , you2 have2 to2 see2 it2 yourself2 	theek1 hai1 , aapako1 ise1 svayan1 dekhana1 hoga1 
not2 to2 spoil2 it2 	ise1 kharaab1 karane1 ke1 lie1 nahin1 
the2 only2 hint2 I1 will2 give2 you2 is2 that2 it2 gets2 " political2 " at2 the2 end2 	ekamaatr1 sanket1 jo1 main1 aapako1 doonga1 ki1 vah1 ant1 mein1 " raajaneetik1 " ho1 jaata1 hai1 
True2 ! I2 hope2 it's2 a2 happy2 ending2 ! Is1 this2 a2 Disney2 movie2 that2 has2 a2 sequel2 ? 	sach1 ! mujhe1 aasha1 hai1 ki1 yah1 sukhad1 ant1 hai1 ! kya1 yah1 ek1 dijnee1 philm1 hai1 jisaka1 seekval1 hai1 ? 
actually2 , I2 don't2 know1 	vaastav1 mein1 , mujhe1 nahin1 pata1 
Well2 since2 it's2 so2 new2 they2 may2 have2 not2 made2 one2 yet2 . But2 since2 it2 had2 such2 great2 reviews2 I'm2 sure2 they2 will2 ! I1 	khair1 choonki1 yah1 bahut1 naya1 hai1 isalie1 unhonne1 abhee1 tak1 ek1 nahin1 banaaya1 hai1 . lekin1 jab1 se1 yah1 is1 tarah1 ke1 mahaan1 sameekshaen1 tha1 mujhe1 yakeen1 hai1 ki1 ve1 karenge1 ! main1 
I'll1 tell1 you2 if2 I2 enjoyed2 watching2 it2 but2 I'm2 sure2 I2 will2 ! 	main1 aapako1 bataoonga1 agar1 mujhe1 ise1 dekhane1 mein1 maza1 aaya1 lekin1 mujhe1 yakeen1 hai1 ki1 main1 karoonga1 ! 
Dunkirk2 seems2 interesting2 	Dunkirk2 acha1 lagata1 hai1 
It2 is2 , it's2 about2 a2 historical2 event2 that2 happened2 during2 WWII2 	Yah1 WWII2 ke1 dauraan1 huee1 ek1 itihaasik1 ghatana1 ke1 baare1 mein1 hai1 
It2 got2 excellent2 reviews2 from2 Rotten2 Tomatoes2 	Ise1 rotten2 tomatoes2 se2 acha2 reviews2 milee2 
Yeah1 those2 are2 some2 very2 high2 ratings2 	Haan1 , vo1 kuchh1 bahut1 hee1 high2 ratings2 hain1 
Do1 you2 like2 war2 movies2 ? 	thuje1 warmovie1 acchi1 lakthi1 hai1 ? 
I1 love1 war2 movies2 , especially2 ones2 based2 on2 historical2 events2 	mujhe1 warmovie1 pasant1 hai1 , zyathathar1 pouranic2 sambhav1 
are1 you2 familiar2 with2 the2 premise2 of2 Dunkirk2 ? 	kya1 thumhaym1 dunkrik1 ke1 bare1 maym2 patha1 hai1 ? 
I2 am1 not2 	muje1 patha1 nahi1 
It2 was2 about2 a2 failed2 attack2 where2 British2 and2 Candian2 soldiers2 were2 trapped2 	ye1 ek1 haari1 huye1 akraman1 ke1 bare1 maim1 hai1 , jaham1 british1 aur1 candian1 sipahi1 fus1 gaye1 the1 
they2 had2 to2 pull2 all2 available2 boats2 including2 civilian2 vessels2 to2 help2 all2 the2 troops2 escape2 	unhaym1 apne1 bachav1 ke1 liye1 sare1 upalabd1 nav1 or1 naagarik1 jahaajzom1 ka1 upyog1 karna1 pada1 
Yeah2 seems2 pretty2 intense2 	yeh1 bahuth1 hi1 teevr1 lega1 
it2 was2 , with2 no2 help2 , lots2 of2 soldiers2 attempted2 to2 flee2 as2 fast2 as2 they2 could2 	yis2 maim2 bahuth1 sipahi1 kisi1 ki1 madath1 ke1 bina1 apni1 bachav1 karne1 ki1 koshish1 kar1 rahe1 the1 
Crazy2 stuff2 	eah1 bahuth1 hi1 manoranjak2 tha1 
Moonstone2 seems2 like2 an2 interesting2 name2 for2 a2 boat2 	moonstone2 yis2 nav1 ke1 liye1 dilchusp1 nam1 lega1 
it2 is2 , but2 everyone2 has2 their2 own2 preference2 	wo1 hai1 , but1 sab1 ke1 khud1 k2 preference2 hote2 hai1 . 
Huh2 why2 is2 Gibson2 pretending2 to2 be2 a2 British2 Army2 private2 	huh2 Gibson2 British2 Army2 private2 hona1 kyu1 pretend2 karra1 hai1 
with2 all2 that's2 going2 on2 , i2 think2 you2 will2 do2 whatever2 you2 need2 to2 try2 and2 escape2 the2 madness2 	Itna1 sab1 jo1 bhi1 chal1 raha1 hai1 , mujhe1 lagta1 hai1 tum1 kuch1 bhi1 try1 karoge1 ye1 pagalpan1 se2 escape2 karne1 k1 liye1 
I1 see1 . So1 he2 wants2 to2 escape2 too2 	I1 see1 , wo1 bhi1 escape2 karna1 chahta1 hai1 
absolutely2 	bilkul1 
you2 can2 see1 just2 about2 everyone2 does2 anything2 , hiding2 , figuring2 ways2 to2 get2 out2 	tum1 dekh1 sakte1 ho1 har1 koi1 kuch1 bhi1 karra1 hai1 , chup1 raha1 hai1 , soch1 raha1 hai1 bahar1 nikalne1 k1 tareeke1 
That's2 pretty2 sad2 huh1 	Kaafi1 sad1 hai1 huh1 
fight2 or2 flight2 sometimes2 , young2 kids2 fighting2 a2 war2 they2 know2 not2 much2 about2 	Fight2 or2 flight2 wali1 baat1 kabhi1 kabhi1 , young1 bacche1 lad1 rahe1 hai1 ek1 war1 jiske1 baare1 unhe1 kuch1 pata1 bhi1 nahi1 hai1 
Everyone2 just2 wants2 to2 live2 	Sab1 bas1 zinda1 rahna1 chahte1 hai1 
agreed2 , the2 terrors2 are2 war2 are2 long2 forgotten2 as2 heros2 are2 always2 celebrated2 for2 victories2 	Agreed2 , war2 naam1 ke1 terror2 har1 koi1 bhul1 jata1 aur1 hero1 log1 ka1 victory2 k1 liye1 celebration1 hota1 hia1 . 
True2 true2 	Sachi1 sachi1 
